1,2017000030,5.0,15.535037175390213
1,2017000030,10.0,31.070074350780427
1,2017000031,5.0,15.785789925948816
1,2017000031,10.0,31.57157985189763
1,2017000032,5.0,16.035771065582527
1,2017000032,10.0,32.07154213116505
1,2017000033,5.0,16.446068741457527
1,2017000033,10.0,32.892137482915054
1,2017000034,5.0,17.9981724228573
1,2017000034,10.0,35.9963448457146
1,2017000035,5.0,18.03207909269125
1,2017000035,10.0,36.0641581853825
1,2017000036,5.0,18.055901112556356
1,2017000036,10.0,36.11180222511271
1,2017000037,5.0,24.214304233177568
1,2017000037,10.0,48.428608466355136
1,2017000038,5.0,24.38916085757272
1,2017000038,10.0,48.77832171514544
1,2017000039,5.0,24.55191598283186
1,2017000039,10.0,49.10383196566372
1,2017000040,5.0,25.308482650272335
1,2017000040,10.0,50.61696530054467
1,2017000041,5.0,25.48374822737099
1,2017000041,10.0,50.96749645474198
1,2017000042,5.0,25.52640354217338
1,2017000042,10.0,51.05280708434676
1,2017000043,5.0,27.809056456760956
1,2017000043,10.0,55.61811291352191
1,2017000044,5.0,27.942994172928532
1,2017000044,10.0,55.885988345857065
