6,2018000015,5.0,15.442016083050513
6,2018000015,10.0,30.884032166101026
6,2018000015,15.0,46.32604824915153
6,2018000015,20.0,61.76806433220205
6,2018000015,21.1,65.16530787047317
6,2018000016,5.0,16.19306107404607
6,2018000016,10.0,32.38612214809214
6,2018000016,15.0,48.57918322213821
6,2018000016,20.0,64.77224429618428
6,2018000016,21.1,68.33471773247443
6,2018000017,5.0,16.571612412212662
6,2018000017,10.0,33.143224824425324
6,2018000017,15.0,49.71483723663798
6,2018000017,20.0,66.28644964885065
6,2018000017,21.1,69.93220437953744
6,2018000018,5.0,16.98767401518816
6,2018000018,10.0,33.97534803037632
6,2018000018,15.0,50.96302204556448
6,2018000018,20.0,67.95069606075263
6,2018000018,21.1,71.68798434409403
6,2018000019,5.0,17.331349502747415
6,2018000019,10.0,34.66269900549483
6,2018000019,15.0,51.99404850824224
6,2018000019,20.0,69.32539801098966
6,2018000019,21.1,73.13829490159408
6,2018000020,5.0,18.033589708905637
6,2018000020,10.0,36.067179417811275
6,2018000020,15.0,54.10076912671691
6,2018000020,20.0,72.13435883562255
6,2018000020,21.1,76.1017485715818
6,2018000021,5.0,18.154212519431457
6,2018000021,10.0,36.308425038862914
6,2018000021,15.0,54.462637558294375
6,2018000021,20.0,72.61685007772583
6,2018000021,21.1,76.61077683200077
6,2018000022,5.0,18.16635779827602
6,2018000022,10.0,36.33271559655204
6,2018000022,15.0,54.499073394828066
6,2018000022,20.0,72.66543119310408
6,2018000022,21.1,76.66202990872482
6,2018000023,5.0,19.624656575689926
6,2018000023,10.0,39.24931315137985
6,2018000023,15.0,58.873969727069785
6,2018000023,20.0,78.4986263027597
6,2018000023,21.1,82.8160507494115
6,2018000024,5.0,20.07421936159934
6,2018000024,10.0,40.14843872319868
6,2018000024,15.0,60.22265808479802
6,2018000024,20.0,80.29687744639736
6,2018000024,21.1,84.71320570594922
6,2018000025,5.0,23.39646263627077
6,2018000025,10.0,46.79292527254154
6,2018000025,15.0,70.18938790881232
6,2018000025,20.0,93.58585054508308
6,2018000025,21.1,98.73307232506266
6,2018000026,5.0,23.664170338791074
6,2018000026,10.0,47.32834067758215
6,2018000026,15.0,70.99251101637321
6,2018000026,20.0,94.6566813551643
6,2018000026,21.1,99.86279882969833
6,2018000027,5.0,23.742633283075023
6,2018000027,10.0,47.485266566150045
6,2018000027,15.0,71.22789984922508
6,2018000027,20.0,94.97053313230009
6,2018000027,21.1,100.1939124545766
6,2018000028,5.0,24.701626451282436
6,2018000028,10.0,49.40325290256487
6,2018000028,15.0,74.10487935384731
6,2018000028,20.0,98.80650580512975
6,2018000028,21.1,104.24086362441189
6,2018000029,5.0,29.268674673273278
6,2018000029,10.0,58.537349346546556
6,2018000029,15.0,87.80602401981984
6,2018000029,20.0,117.07469869309311
6,2018000029,21.1,123.51380712121325
